# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.16.1
#@/tick	5530
#@/user_id	21c2c11f-05e4-41a3-a138-35b0c9d61648
a 	啊	c=5 d=1.46884 t=5530
you shen me 	有什么	c=1 d=0.329559 t=5530
you shi 	又是	c=1 d=0.99005 t=5530
you shi jian 	有时间	c=1 d=0.932394 t=5530
you wen ti 	有问题	c=4 d=2.67792 t=5530
you xia jiao 	右下角	c=1 d=0.433874 t=5530
you xie 	有些	c=0 d=0.0913931 t=5530
you xie ying yong 	有些应用	c=1 d=0.918512 t=5530
you yi ge 	有一个	c=2 d=0.891468 t=5530
yu 	与	c=3 d=1.63542 t=5530
yu fa 	语法	c=2 d=0.744139 t=5530
yu lan 	预览	c=5 d=2.24821 t=5530
yu qi 	预期	c=4 d=2.84343 t=5530
yu shi 	于是	c=1 d=0.904837 t=5530
yu yan 	语言	c=4 d=2.52168 t=5530
yu zhong 	语种	c=3 d=1.03281 t=5530
yuan 	原	c=1 d=0.955997 t=5530
yuan 	员	c=1 d=0.323033 t=5530
yuan cheng 	远程	c=2 d=1.39753 t=5530
yuan duan 	远端	c=0 d=0.0955997 t=5530
yuan huan 	圆环	c=1 d=0.878095 t=5530
yuan li 	原理	c=1 d=0.744532 t=5530
yuan xian 	原先	c=7 d=2.21857 t=5530
yuan yin 	原因	c=1 d=0.860383 t=5530
yue 	月	c=1 d=0.937067 t=5530
yue di 	月底	c=1 d=0.744532 t=5530
yun 	云	c=1 d=0.714793 t=5530
yun xing 	运行	c=5 d=3.24902 t=5530
yun zhuan 	运转	c=1 d=0.67368 t=5530
za 	咋	c=3 d=0.70822 t=5530
za ban 	咋办	c=1 d=0.331211 t=5530
za ge 	咋个	c=1 d=0.941765 t=5530
zai 	在	c=64 d=7.98083 t=5530
zai ci 	再次	c=1 d=0.755784 t=5530
zai ci que ren 	再次确认	c=1 d=0.527292 t=5530
zai dang qian 	在当前	c=1 d=0.579842 t=5530
zai gai 	再改	c=1 d=0.965605 t=5530
zai jia yi ge 	再加一个	c=1 d=0.293758 t=5530
zai jiang 	再将	c=1 d=0.965605 t=5530
zai kan 	再看	c=1 d=0.701173 t=5530
zai li mian 	在里面	c=2 d=0.675943 t=5530
zai na 	在哪	c=2 d=0.860708 t=5530
zai na kan 	在哪看	c=1 d=0.860708 t=5530
zai nei 	在内	c=1 d=0.514274 t=5530
zai su zhu ji 	在宿主机	c=1 d=0.891366 t=5530
zai tong bu 	再同步	c=0 d=0.0591555 t=5530
zai tong bu gei ni 	再同步给你	c=1 d=0.594521 t=5530
zai wen 	再问	c=1 d=0.647265 t=5530
zai wo 	在我	c=1 d=0.847894 t=5530
zai wu han 	在武汉	c=1 d=0.823192 t=5530
zai xian 	在线	c=1 d=0.418952 t=5530
zao 	早	c=1 d=0.937067 t=5530
zao 	造	c=0 d=0.0382893 t=5530
zao 	遭	c=1 d=0.323033 t=5530
zao cheng 	造成	c=1 d=0.683861 t=5530
ze 	则	c=4 d=3.74234 t=5530
zen me 	怎么	c=25 d=5.42505 t=5530
zen me yang 	怎么样	c=1 d=0.932394 t=5530
zen me zuo 	怎么做	c=2 d=1.71984 t=5530
zeng duo 	增多	c=1 d=0.600496 t=5530
zeng jia 	增加	c=18 d=6.80583 t=5530
zeng jia yi ge 	增加一个	c=1 d=0.640824 t=5530
zeng jiu a 	增就啊	c=1 d=0.810584 t=5530
zha le 	炸了	c=1 d=0.634448 t=5530
zhan dian 	站点	c=1 d=0.150318 t=5530
zhan tie 	粘贴	c=1 d=0.860708 t=5530
zhang 	涨	c=1 d=0.603506 t=5530
zhang kou jiu lai 	张口就来	c=1 d=0.543351 t=5530
zhao 	找	c=1 d=0.740818 t=5530
zhao 	照	c=1 d=0.451581 t=5530
zhao bu dao 	找不到	c=4 d=1.67464 t=5530
zhao chu 	找出	c=3 d=1.1272 t=5530
zhao chu lai 	找出来	c=0 d=0.0554327 t=5530
zhao dao 	找到	c=1 d=0.763379 t=5530
zhao ji 	着急	c=1 d=0.601231 t=5530
zhao ji yong 	着急用	c=1 d=0.613777 t=5530
zhao ren 	找人	c=1 d=0.755784 t=5530
zhao shui 	找谁	c=1 d=0.900325 t=5530
zhao ta 	找他	c=1 d=0.932394 t=5530
zhao wo 	找我	c=1 d=0.644036 t=5530
zhao zhe 	照着	c=1 d=0.519442 t=5530
zhe 	着	c=3 d=0.969035 t=5530
zhe 	这	c=13 d=2.82105 t=5530
zhe ba 	这把	c=0 d=0.0496585 t=5530
zhe bu dei 	这不得	c=1 d=0.737123 t=5530
zhe bu dui 	这不对	c=1 d=0.631284 t=5530
zhe bu fu he 	这不符合	c=1 d=0.955997 t=5530
zhe bu shi 	这不是	c=2 d=0.744532 t=5530
zhe ci 	这次	c=1 d=0.591555 t=5530
zhe duan 	这段	c=3 d=1.32737 t=5530
zhe duan hua 	这段话	c=1 d=0.67368 t=5530
zhe ge 	这个	c=90 d=9.04604 t=5530
zhe ji ge 	这几个	c=2 d=1.31238 t=5530
zhe li 	这里	c=2 d=1.14616 t=5530
zhe li mian 	这里面	c=2 d=1.10485 t=5530
zhe liang dian 	这两点	c=1 d=0.755784 t=5530
zhe liang ge 	这两个	c=1 d=0.946485 t=5530
zhe liang zhou 	这两周	c=1 d=0.796615 t=5530
zhe me 	这么	c=1 d=0.438235 t=5530
zhe me kuai 	这么快	c=1 d=0.946485 t=5530
zhe shi 	这是	c=11 d=2.81114 t=5530
zhe si ge 	这四个	c=1 d=0.451581 t=5530
zhe xie 	这些	c=13 d=3.92617 t=5530
zhe yang 	这样	c=7 d=3.35631 t=5530
zhe yang zi 	这样子	c=1 d=0.895834 t=5530
zhe yi liang tian 	这一两天	c=1 d=0.786628 t=5530
zhe zhong 	这种	c=11 d=3.16362 t=5530
zhe zhou 	这周	c=1 d=0.697676 t=5530
zhen shi 	真是	c=1 d=0.759572 t=5530
zhen zao 	真早	c=1 d=0.831104 t=5530
zheng chan 	正产	c=1 d=0.444858 t=5530
zheng chang 	正常	c=5 d=1.45616 t=5530
zheng chang le 	正常了	c=1 d=0.453845 t=5530
zheng duan 	争端	c=1 d=0.71177 t=5530
zheng duan 	整段	c=1 d=0.715338 t=5530
zheng ge 	整个	c=1 d=0.470011 t=5530
zheng que 	正确	c=4 d=2.74792 t=5530
zheng shu 	证书	c=4 d=3.38773 t=5530
zheng zai 	正在	c=2 d=1.38621 t=5530
zheng zhang 	整张	c=0 d=0.0937067 t=5530
zheng zhang pan 	整张盘	c=1 d=0.941765 t=5530
zhi 	之	c=1 d=0.597501 t=5530
zhi 	值	c=2 d=0.951229 t=5530
zhi 	只	c=2 d=0.740818 t=5530
zhi biao 	指标	c=2 d=1.59345 t=5530
zhi chi 	支持	c=2 d=0.973023 t=5530
zhi dao 	知道	c=0 d=0.0860708 t=5530
zhi hou 	之后	c=10 d=2.86411 t=5530
zhi jian 	之间	c=1 d=0.571209 t=5530
zhi jie 	直接	c=13 d=2.93722 t=5530
zhi jie bao cuo 	直接报错	c=1 d=0.628135 t=5530
zhi lei 	之类	c=4 d=1.31568 t=5530
zhi neng 	只能	c=3 d=1.07455 t=5530
zhi qian 	之前	c=3 d=1.91494 t=5530
zhi shi 	只是	c=3 d=1.49888 t=5530
zhi xing 	执行	c=8 d=3.59556 t=5530
zhi xing xia 	执行下	c=1 d=0.351692 t=5530
zhi yao 	只要	c=1 d=0.882497 t=5530
zhi ying xiang 	只影响	c=1 d=0.970446 t=5530
zhi you 	只有	c=7 d=1.76202 t=5530
zhi yu 	至于	c=1 d=0.311923 t=5530
zhong 	中	c=27 d=3.74609 t=5530
zhong duan 	终端	c=6 d=3.53511 t=5530
zhong guo 	中国	c=4 d=2.85787 t=5530
zhong jian 	中间	c=2 d=0.90002 t=5530
zhong jie 	终结	c=1 d=0.513637 t=5530
zhong jie diao 	终结掉	c=1 d=0.980199 t=5530
zhong wen 	中文	c=13 d=7.74743 t=5530
zhong zhou 	中州	c=1 d=0.995012 t=5530
zhou bao 	周报	c=1 d=0.666977 t=5530
zhou mo 	周末	c=3 d=2.18982 t=5530
zhou san 	周三	c=1 d=0.856415 t=5530
zhou si 	周四	c=1 d=0.831104 t=5530
zhou yi 	周一	c=1 d=0.980199 t=5530
zhu dong 	主动	c=1 d=0.847894 t=5530
zhu gan 	主干	c=4 d=1.34649 t=5530
zhu hang 	逐行	c=1 d=0.97531 t=5530
zhu ru 	注入	c=1 d=0.571209 t=5530
zhu ru 	诸如	c=1 d=0.19593 t=5530
zhu shi 	注释	c=1 d=0.227638 t=5530
zhu ti 	主题	c=3 d=2.48268 t=5530
zhu yao 	主要	c=3 d=1.86849 t=5530
zhua 	抓	c=1 d=0.759572 t=5530
zhua bao 	抓包	c=3 d=1.54432 t=5530
zhua chu lai 	抓出来	c=1 d=0.782705 t=5530
zhuan fa 	转发	c=1 d=0.860708 t=5530
zhuan huan 	转换	c=4 d=2.92899 t=5530
zhuang 	装	c=2 d=1.10372 t=5530
zhuang le 	装了	c=0 d=0.0847894 t=5530
zhuang tai 	状态	c=3 d=2.4858 t=5530
zhuang tai ha 	状态哈	c=1 d=0.718924 t=5530
zhuang tai ma 	状态码	c=1 d=0.941765 t=5530
zhui jia 	追加	c=2 d=0.895834 t=5530
zhuo mian 	桌面	c=8 d=3.01575 t=5530
zi 	子	c=1 d=0.697676 t=5530
zi 	字	c=2 d=0.473036 t=5530
zi ding yi 	自定义	c=4 d=2.74651 t=5530
zi dong 	自动	c=15 d=2.05324 t=5530
zi dong hua 	自动化	c=4 d=1.24771 t=5530
zi dong jiu 	自动就	c=1 d=0.965605 t=5530
zi duan 	字段	c=6 d=2.19081 t=5530
zi ji 	自己	c=3 d=1.04926 t=5530
zi liao ku 	资料库	c=1 d=0.151829 t=5530
zi qi dong 	自启动	c=1 d=0.980199 t=5530
zi ti 	字体	c=2 d=1.0346 t=5530
zi xing 	自行	c=2 d=0.65377 t=5530
zi yuan 	资源	c=3 d=1.00588 t=5530
zong gan jue 	总感觉	c=1 d=0.918512 t=5530
zou 	走	c=1 d=0.407462 t=5530
zou ba 	走吧	c=1 d=0.955997 t=5530
zou de 	走的	c=3 d=1.67809 t=5530
zou gou 	走狗	c=0 d=0.0873716 t=5530
zou gou jian le 	走狗见了	c=1 d=0.878095 t=5530
zou hua yu 	邹华宇	c=1 d=0.767206 t=5530
zou le 	走了	c=1 d=0.995012 t=5530
zou xia qu 	走下去	c=1 d=0.99005 t=5530
zu jian 	组件	c=1 d=0.977597 t=5530
zu jian 	组建	c=1 d=0.873716 t=5530
zu zhuang 	组装	c=1 d=0.318224 t=5530
zui 	最	c=1 d=0.704688 t=5530
zui chang yong 	最常用	c=1 d=0.904837 t=5530
zui hao 	最好	c=1 d=0.275271 t=5530
zui hao kan 	最好看	c=1 d=0.985112 t=5530
zui hou 	最后	c=7 d=3.14647 t=5530
zui jia 	最佳	c=1 d=0.166127 t=5530
zui jin 	最近	c=3 d=1.37665 t=5530
zui jin zhe liang zhou 	最近这两周	c=1 d=0.70822 t=5530
zui liu xing 	最流行	c=2 d=1.73086 t=5530
zui re 	最热	c=1 d=0.763379 t=5530
zui tui jian 	最推荐	c=2 d=1.37813 t=5530
zui xin 	最新	c=12 d=3.3118 t=5530
zui xin ban 	最新版	c=2 d=1.24899 t=5530
zui zhong 	最终	c=1 d=0.551563 t=5530
zuo 	做	c=8 d=2.47132 t=5530
zuo de 	做的	c=1 d=0.790571 t=5530
zuo tian 	昨天	c=1 d=0.892948 t=5530
zuo wei 	作为	c=1 d=0.540641 t=5530
zuo yong 	作用	c=4 d=1.61774 t=5530
zuo you 	左右	c=2 d=0.616606 t=5530
